"Sample","Age","Sex","Ethnicity","DTNEW_2R","DTNEW_3R","DTNEW_4R","DTNEW_5R","DTNEW_10R","DTNEW_17R","DTNEW_18R","DTNEW_29R","DTNEW_30R","DTNEW_47R","DTNew_48","DTNew_53","DTNew_58","DTNew_60","DTNew_61","DTNew_63","DTNew_64","DTNew_67","DTNew_69","DTNew_70","DTNew_71","DTNew_72","DTNew_73","DTNew_77","DTNew_82","DTN","DTP","DTN25","DTP25","DTS_1","DTS_2","DTS_3","DTS_4","DTS_5","DTS_7r","DTS_8","DTS_9","DTS_10","DTS_11","DTS_12","DTS_13","DTS_14","DTS_16","DTS_Mean","FDSR_1","FDSR_2","FDSR_3","FDSR_4","FDSR_5","FDSR_6","FDSR_7","FDSR_8","FDSR_9","FDSR_10","FDSR_11","FDSR_12","FDSR_13","FDSR_14","FDSR_15","FDSR_16","FDSR_17","FDSR_18","FDSR_19","FDSR_20","FDSR_21","FDSR_22","FDSR_23","FDSR_24","FDSR_25","FDSR_26","FDSR_27","FDSR_28","FDSR_29","FDSR_30","FDSR_31","FDSR_32","FDSR_33","FDSR_34","FDSR_35","FDSTotPosDir_Mean","TDASS_1","TDASS_2","TDASS_3","TDASS_4","TDASS_5","TDASS_6","TDASS_7","TDASS_8","TDASS_9","TDASS_10","TDASS_11","TDASS_12","TDASS_13","TDASS_14","TDASS_15","TDASS_16","TDASS_17","TDASS_18","TDASS_19","TDASS_20","TDASS_21","TDASS_22","TDASS_23","TDASS_24","TDASS_25","TDASS_Mean","DRS_1","DRS_2","DRS_3r","DRS_4r","DRS_5","DRS_6","DRS_7","DRS_8r","DRS_9","DRS_10","DRS_11r","DRS_12","DRS_13r","DRS_14r","DRS_15","DRS_Mean","GRIT_1","GRIT_2","GRIT_3","GRIT_4","GRIT_5","GRIT_6","GRIT_7","GRIT_8","GRIT_9","GRIT_10","GRIT_11","GRIT_12","GRIT_Mean","GRIT_PESub_mean","RS_1","RS_2","RS_3","RS_4","RS_5","RS_6","RS_7","RS_8","RS_9","RS_10","RS_11","RS_12","RS_13","RS_14","RS_15","RS_16","RS_17","RS_18","RS_19","RS_20","RS_21","RS_22","RS_23","RS_24","RS_25","RS_26","RS_Mean","TRAITNA_Mean","TRAITPA_Mean","STATENA_Mean","STATEPA_Mean","PSS_Mean","Nurgency","SS","persev","Premed","purgency","Tanx","Sanx","Dep","Eat","Alcfreq","Alcprobs","DrugFreq","Drugprobs","Aspd","Bpd","BMTT_Quit","Pasat_Quit","CMTT_Quit","BxComp","ExtDT"
4,34.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,5,4,1,3,2,3,4,5,4,4,2,3.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.807972267299358,NA,-0.570220723198155,NA,0.605468271577161,-0.90852231796777,-1.12883373687,-0.204039401473517,-0.43665366775657,-1.01752864742359,NA,0.452089597061213,0.431711421158706,0.442269880649668,0.91381147544914
2,28,0,0,3,2,4,3,2,4,2,4,2,2,4,4,4,2,2,2,4,4,4,4,4,2,4,2,4,2.83333333333333,4.2,2.9,3.93333333333333,2,2,4,3,3,5,2,4,3,4,2,4,5,3,3.28571428571429,2,4,5,4,4,5,5,5,1,4,5,3,4,4,4,1,4,5,5,2,4,3,3,3,3,4,4,5,4,3,4,4,4,4,4,4.17142857142857,2,3,2,3,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,3,3,2,3.28,3,3,3,4,3,3,2,4,1,2,4,4,4,3,2,3,3,2,3,3,3,4,4,4,4,3,3,4,3.08333333333333,3.66666666666667,6,6,6,5,7,5,6,7,4,5,3,3,7,7,4,3,4,6,6,5,5,7,6,5,6,6,5.32,1.4,3.3,1.33333333333333,1.5,0.8,1.91666666666667,2.5,1.7,1.81818181818182,1.71428571428571,0.344076125558788,2.35,NA,0.307692307692308,0.544883108741539,-0.340297975261025,-0.211122065206143,-0.204039401473517,-0.697645235284606,-0.911635426094116,NA,NA,NA,NA,0.960254873226652
1,60,1,0,4,2,2,2,2,5,5,4,2,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,3,4.2,2.8,4,1,1,1,2,4,4,3,3,2,2,4,1,5,4,2.5,1,1,1,2,1,1,3,2,1,2,1,2,4,3,2,2,4,3,2,1,2,2,2,2,1,1,2,3,1,1,1,2,2,2,2,2.34285714285714,2,2,3,3,3,1,1,2,2,3,2,4,2,3,1,2,3,3,2,1,3,3,2,3,3,2.6,3,4,3,4,3,4,3,4,3,3,3,4,4,3,2,3.4,5,2,4,4,3,4,3,2,3,4,4,3,3.41666666666667,3.5,6,6,4,6,5,5,4,6,6,5,6,4,4,2,4,4,6,6,4,5,4,1,5,5,4,4,4.96,2.4,2.6,1.53333333333333,3.6,2.4,3.41666666666667,3,2.2,2,1.14285714285714,1.5,1.15,0.0317168063528617,0.115384615384615,-1.10734309195861,1.11690277709697,-0.471088129025767,NA,NA,1.99403382305008,NA,NA,NA,NA,-0.840910735160411
2,58,0,0,2,4,4,4,2,3,4,3,2,2,2,2,3,3,4,2,2,4,2,1,1,3,4,4,3,3.6,3,3.7,2.85,4,4,4,4,5,5,3,1,5,5,2,2,2,4,3.69230769230769,2,2,1,2,4,3,1,2,3,2,2,3,4,4,4,4,4,3,3,2,3,2,4,4,4,2,1,3,5,3,2,4,3,3,3,3.28571428571429,3,3,3,4,2,2,2,3,3,2,4,4,3,3,1,4,4,5,2,2,2,4,4,3,4,2.96,3,3,3,1,3,4,3,4,2,1,3,4,3,2,4,2.33333333333333,3,2,3,3,2,4,2,2,4,2,3,4,2.66666666666667,3.33333333333333,4,4,2,2,6,4,1,2,4,5,3,4,1,3,5,5,2,7,3,4,2,1,2,4,4,4,3.64,1.73333333333333,3.5,1.2,3,0.4,1.41666666666667,3.91666666666667,1.1,1.72727272727273,1.28571428571429,0.779569058079626,2.2,NA,0.115384615384615,0.456380611357539,0.897149207506338,2.00416011434913,-0.204039401473517,1.78160245733862,1.49563735034066,NA,NA,NA,NA,-0.0761383710142443
2,36,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.66666666666667,4.75,4.7,4.8,5,3,5,5,2,5,5,3,5,5,5,5,3,4,4.42857142857143,2,5,2,1,3,4,1,1,2,2,4,3,5,1,2,1,3,3,3,1,1,2,3,1,1,3,1,2,2,3,3,4,1,4,2,2.94285714285714,3,3,3,3,4,4,2,5,3,3,2,1,2,3,2,4,2,3,3,1,2,2,4,3,2,2.52,3,3,1,4,1,4,4,4,1,4,2,4,4,1,4,2.98518518518519,5,4,3,5,1,5,5,4,1,3,4,4,3.90909090909091,4,7,7,7,7,5,7,6,7,3,7,5,6,6,7,7,7,5,7,7,7,7,2,5,5,7,3,6.08,1.13333333333333,4,1,4.5,0,1,1.33333333333333,1,1.09090909090909,1.07142857142857,-1.35733160112387,1.55,NA,0.346153846153846,-0.281229991608536,-0.340297975261025,-0.471088129025767,-0.204039401473517,-1.25226875829267,-1.42909340014249,NA,NA,NA,NA,0.272146513533281
4,29.6,0,1,3,NA,NA,3,1,NA,1,1,NA,4,NA,1,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1.6,NA,NA,2,2,4,5,4,2,2,2,4,4,4,4,5,3,4.21428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0332539388986,NA,-1.06649248323418,NA,-0.456957186095972,-0.90852231796777,0.601427810627459,-0.204039401473517,-0.696890644648005,-0.268588648584357,NA,0.452089597061213,0.459361519273819,0.456517068609745,1.36636338460848
2,21,1,1,3,3,2,3,3,5,2,2,3,5,1,4,4,4,4,1,2,4,3,4,4,4,4,4,4,2.5,3.2,2.8,3.73333333333333,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1.21428571428571,2,2,2,2,3,1,1,1,1,1,2,5,3,1,1,3,4,4,1,1,2,4,3,2,2,4,2,3,1,1,2,3,2,2,2,2.14285714285714,2,1,5,5,5,3,4,5,4,4,4,5,5,4,4,3,4,4,5,4,5,5,3,2,4,3.28,3,4,2,1,3,3,2,2,3,2,2,3,1,2,3,2,5,3,1,3,1,2,1,1,2,3,1,1,2.16666666666667,3.5,5,5,6,5,5,4,4,6,5,6,6,6,5,5,5,7,6,5,4,7,4,7,2,2,1,5,4.04,3.66666666666667,2.1,3.53333333333333,1,2.3,3.91666666666667,3.83333333333333,2.1,2.54545454545455,3.35714285714286,0.878353617499552,3.2,NA,0.692307692307692,1.34302844393671,2.06026989594411,-0.546376659775313,4.02184331348909,-0.221980512665511,1.67565444414776,NA,NA,NA,NA,-0.851832373546563
1,30,0,0,5,5,4,3,4,3,5,4,3,2,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4.5,3.6,4.5,3.76875,4,4,1,1,4,4,3,1,2,1,3,2,2,4,2.42857142857143,2,3,2,2,4,3,3,3,3,3,4,4,4,3,3,4,3,2,3,2,4,3,4,1,4,4,2,3,3,2,3,4,2,2,2,3.22857142857143,2,1,1,1,1,1,4,3,2,3,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1.52,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,4,5,2,2,3,5,3.16666666666667,3.5,5,7,5,5,6,5,6,6,5,4,5,5,4,6,6,6,6,6,6,6,7,3,5,5,5,6,5.24,2.33333333333333,2.9,2.06666666666667,3,1.9,2.08333333333333,2.91666666666667,2.1,2.81818181818182,2,2.16666666666667,2.85,1.06554357205263,0.384615384615385,0.0742555427405948,1.11690277709697,1.3853480535054,NA,NA,1.41692545712358,NA,NA,NA,NA,-0.385543047954772
1,27,1,0,4,2,2,2,2,4,4,5,5,4,4,5,3,4,4,4,3,4,3,3,3,1,3,2,2,3.83333333333333,3.4,3.6,3.0375,4,2,4,3,2,4,5,4,3,2,4,5,2,3,2.5,4,3,3,3,4,4,3,2,3,3,4,2,2,3,3,2,2,2,3,2,4,2,4,1,4,4,3,2,3,2,4,3,2,3,1,2.91428571428571,5,5,5,3,3,2,5,4,4,4,4,3,3,5,1,2,3,3,3,3,4,3,3,4,3,3.48,2,3,4,2,3,3,3,2,3,3,2,3,1,1,3,2.73333333333333,3,2,3,3,3,5,4,4,3,3,2,5,3.25,2.66666666666667,4,4,5,4,5,5,5,4,5,5,5,5,6,5,7,4,3,6,7,7,6,4,5,4,5,5,5.32,1.93333333333333,4.5,1.2,4.3,2.1,3.16666666666667,3.75,2.8,2.81818181818182,3.5,2.16666666666667,2.2,0.652962000459298,0.115384615384615,0.544883108741539,1.36038475131837,-0.471088129025767,NA,NA,0.694855027964368,NA,NA,NA,NA,-0.38932598564921
3,19,1,1,5,5,5,4,4,4,5,5,5,4,2,2,1,1,4,2,2,2,1,1,1,3,1,3,4,4.4,2.2,4.6,2,2,2,2,5,2,3,3,4,2,2,2,2,4,1,3.14285714285714,3,3,4,3,3,4,5,3,4,4,5,3,3,4,5,2,3,4,5,3,5,2,5,3,5,3,5,5,5,5,5,3,3,5,3,4.14285714285714,3,4,4,3,4,3,2,3,4,3,1,3,4,3,3,4,3,4,2,2,4,3,4,4,4,3,2,3,2,2,2,3,1,4,2,2,2,3,2,1,3,2.73333333333333,3,3,3,3,3,5,3,3,3,4,3,2,3.33333333333333,2.66666666666667,4,4,4,4,1,3,1,5,5,2,1,3,3,6,4,6,3,5,5,4,3,1,4,3,4,3,3.6,1.66666666666667,2.8,2,2.2,15,28,27,22,22,19,-0.938544732252943,1.7,NA,2.1547619047619,0.899173189805181,-0.725721547271093,-0.546376659775313,-0.25008094316283,0.144757755274181,NA,-0.228149402871416,NA,-0.569225373247822,NA,0.559692156448229
4,23.3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,3,3,5,4,3,5,3,5,5,4,5,3.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00383096472974,NA,-0.735644643210165,NA,-0.456957186095972,-0.90852231796777,0.601427810627459,1.48147490740385,0.779477259548389,0.117592988532842,NA,-1.91190717509611,0.745149556280405,-1.26469694483267,0.550652536000287
1,55,1,0,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,4,5,4,5,5,4.83333333333333,4.8,4.9,4.425,3,4,4,5,3,5,3,5,5,4,2,5,5,4,4.64285714285714,2,3,5,5,4,3,4,4,4,4,5,4,4,3,5,4,5,4,5,3,4,4,5,4,4,3,5,5,4,4,3,4,3,4,4,4.28571428571429,5,5,5,5,5,5,5,2,3,4,5,4,5,4,5,5,4,5,5,3,4,4,5,5,4,4.48,4,3,3,4,3,3,3,3,4,4,2,3,4,2,3,3.33333333333333,4,3,4,3,3,5,4,4,4,5,5,5,3.5,4.33333333333333,4,4,7,6,7,6,7,6,6,6,6,5,6,5,5,5,4,6,6,6,4,5,5,6,7,7,5.44,1.6,1.7,1,1,1.4,1.08333333333333,1.5,1.8,1.90909090909091,1,0.983333333333333,2.15,-0.915394505945791,0.115384615384615,-0.281229991608536,-0.343989068231388,0.844488260824572,NA,NA,-1.10955996521023,NA,NA,NA,NA,1.09735574865554
1,27,1,0,4,2,1,2,1,4,4,1,3,1,2,2,2,2,2,2,2,5,2,3,2,2,3,4,3,2.2,2.6,2.6,2.6875,2,2,4,5,2,3,2,5,2,3,3,4,5,4,3.07142857142857,1,3,2,2,4,3,3,2,2,2,4,3,5,3,2,4,2,3,2,4,4,3,4,4,4,3,1,2,2,2,3,4,2,5,2,3.4,3,3,3,5,4,5,4,3,1,3,1,5,5,5,5,4,4,5,5,5,2,4,4,4,4,3.36,2,4,4,3,4,3,3,3,3,2,4,3,4,4,3,2.86666666666667,3,2,2,5,3,4,4,1,3,3,3,5,3.16666666666667,2.66666666666667,4,3,4,4,5,2,4,5,6,3,1,7,3,4,3,5,7,3,6,1,3,2,5,5,2,4,4.52,2.33333333333333,2.6,1.06666666666667,1,1.7,2.25,2.66666666666667,2.1,2,1.5,1.625,2.1,-0.920542779714817,0.0769230769230769,0.456380611357539,-0.340297975261025,-0.211122065206143,NA,NA,1.15819647009939,NA,NA,NA,NA,0.0428101548777149
2,24,0,1,3,3,2,5,2,2,4,5,4,4,5,5,1,4,5,4,4,4,4,5,5,5,2,4,4,3.66666666666667,3,3.5,3.66666666666667,3,2,5,5,4,5,3,2,3,4,1,4,1,3,3.57142857142857,2,3,2,2,2,4,1,4,3,3,2,2,2,1,3,2,3,2,2,5,3,4,2,4,3,2,2,3,1,1,3,4,1,3,3,2.91428571428571,2,2,1,2,2,2,3,2,2,2,3,1,1,1,3,2,1,1,1,3,1,1,2,2,2,1.84,3,2,3,4,3,2,3,4,3,3,2,3,4,3,2,2.86666666666667,4,1,3,3,2,5,3,2,3,3,3,5,2.66666666666667,3.33333333333333,5,6,7,6,6,4,5,5,6,4,5,4,7,5,5,7,6,3,6,6,4,2,5,6,7,7,4.92,1.73333333333333,3.1,1,2.7,2.2,2.66666666666667,2.83333333333333,2,1,2.85714285714286,-0.304079198891749,1.7,NA,0.115384615384615,-0.0698436369745754,-0.340297975261025,-0.471088129025767,-0.204039401473517,0.200917954644767,-0.0269109693054715,NA,NA,NA,NA,-0.137582841220638
3,19,0,0,5,5,5,5,5,5,5,5,5,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,4.83333333333333,4,4.9,4.1875,4,3,4,5,4,1,4,1,4,5,5,5,5,4,3.57142857142857,4,3,4,1,5,3,5,1,2,3,1,2,4,3,3,3,4,3,2,3,4,2,5,2,3,4,3,3,3,1,2,4,1,4,2,2.57142857142857,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,3,4,4,4,4,5,4.56,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2.87407407407407,4,5,3,4,4,4,4,2,NA,5,1,5,4.08333333333333,4.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,5,5,6,6,7,6.4,1.46666666666667,4.6,1.33333333333333,4,13,13,44,13,16,14,-2.48032140277793,1.15,NA,1.66239316239316,2.22967627651589,-0.0292236864672922,-0.211122065206143,-0.25008094316283,-0.221980512665511,NA,0.182190601819273,NA,-0.409054756206577,-0.239832487966695,0.303192732861799
1,25,0,0,4,4,4,4,3,1,2,2,2,2,2,4,4,4,4,3,2,3,4,4,4,4,4,5,4,2.66666666666667,3.4,2.8,3.25,2,2,3,2,3,3,1,4,4,5,2,2,4,4,3.21428571428571,3,4,3,3,4,4,1,2,4,4,2,3,4,3,2,2,4,4,3,2,3,3,3,3,3,4,1,4,3,3,2,5,3,2,2,3.34285714285714,2,5,4,2,5,5,4,4,4,4,4,3,3,4,3,4,2,2,3,3,4,3,4,4,3,3.8,2,3,3,3,3,3,2,2,2,2,3,3,3,4,3,2.46666666666667,4,3,4,3,3,5,4,4,4,5,3,5,3.66666666666667,4.33333333333333,6,5,5,5,4,4,3,4,3,2,5,3,4,5,5,6,2,4,4,4,5,7,6,5,6,4,4.64,2.46666666666667,2.4,1.33333333333333,1.7,2.3,2.75,3.08333333333333,2.2,2,2.35714285714286,2.73333333333333,2.3,1.73272062974414,0.230769230769231,-1.16650656482687,3.55172251931091,-0.471088129025767,NA,NA,-0.135448465021552,NA,NA,NA,NA,0.518530406548441
1,60,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,3,3,4,2,2,4,5,4,5,3.75,3,2,4,4,4,3,4,5,5,3,4,4,4,4,3.57142857142857,2,4,3,2,3,3,3,2,4,4,4,1,4,3,3,2,4,3,2,2,3,2,5,2,3,3,4,3,3,2,3,5,1,1,2,2.97142857142857,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3.72,3,3,3,4,2,3,3,4,1,2,1,3,4,2,3,2.8,5,4,3,4,3,4,4,4,4,4,4,4,4.16666666666667,3.83333333333333,6,6,4,5,5,5,4,4,5,5,2,5,7,5,6,4,5,7,5,5,7,2,5,6,7,7,5.48,1.6,3,1.06666666666667,3,0.9,2.5,1.66666666666667,1.4,1,2.14285714285714,0.725,2.1,-1.06649248323418,0.269230769230769,1.37099620909161,-0.587471042452782,-0.211122065206143,NA,NA,-1.32520580668331,NA,NA,NA,NA,0.654631314140405
2,37,0,0,5,5,5,5,5,5,5,5,5,5,1,3,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4.8,5,4.33333333333333,3,5,5,5,5,3,4,3,5,5,5,5,5,5,4.78571428571429,3,4,5,2,5,5,5,2,4,4,4,5,5,4,4,2,5,4,5,3,3,4,3,2,4,4,4,4,5,5,3,5,2,5,2,4.08571428571429,4,4,3,4,4,4,4,3,4,3,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3.2,3,3,2,3,2,4,2,4,3,1,2,4,4,2,4,2.66666666666667,5,3,3,4,5,5,4,4,1,5,3,5,3.75,4,6,6,7,3,7,6,7,7,7,6,5,3,5,6,5,4,7,7,7,7,7,6,6,6,7,6,6.16,1.46666666666667,2.9,1.4,3.1,1.2,1.83333333333333,2.25,1.1,2,1.21428571428571,0.344076125558788,1.55,NA,0.346153846153846,-1.16650656482687,-0.340297975261025,-0.211122065206143,-0.204039401473517,-0.900576521692856,0.0452656304215127,NA,NA,NA,NA,1.23982387320185
3,22,1,0,4,4,4,4,4,5,3,4,4,4,3,3,3,3,3,3,3,3,2,5,2,4,5,4,4,3.6,3.6,3.7,3.66666666666667,2,2,2,1,2,4,2,1,1,2,2,5,1,2,2.07142857142857,4,2,3,2,4,2,3,1,1,1,3,3,5,1,1,2,4,3,2,3,2,2,2,1,3,3,3,4,3,1,1,4,1,2,2,1.91428571428571,4,2,1,2,2,2,2,2,4,2,2,3,1,3,2,2,3,1,1,1,4,4,2,2,2,2.2,3,4,1,4,1,3,2,4,2,1,1,3,4,1,3,2.41481481481482,4,4,4,3,2,4,4,4,4,4,4,4,3.25,3.66666666666667,6,6,5,5,5,6,4,4,4,4,6,7,6,6,6,4,3,7,5,6,6,3,4,4,4,6,4.48,2,1.6,1.46666666666667,2.5,23,33,15,10,14,24,0.344076125558788,2.1,NA,3.05555555555556,-0.133666687510846,-0.725721547271093,-0.546376659775313,-0.25008094316283,-0.0711813995483226,NA,-0.724232095109414,1.1119279299421,0.552232077828397,0.15766075195146,-0.89851185261215
2,39,1,1,5,5,5,4,4,5,4,5,5,3,3,3,4,3,5,3,5,5,4,4,3,4,4,4,4,4.5,4.25,4.7,3.75,3,4,4,2,5,4,4,4,4,4,4,4,3,4,3.92857142857143,5,5,5,5,5,5,2,4,4,4,4,4,4,4,2,2,4,3,4,3,2,4,3,3,2,1,2,2,3,3,4,1,2,2,4,2.34285714285714,2,2,3,3,3,3,4,4,2,2,3,3,5,3,4,2,1,4,4,3,1,1,3,4,4,2.92,3,4,1,3,3,4,2,1,3,2,3,4,4,3,4,2.65185185185185,4,3,4,2,4,3,3,3,3,4,4,3,1.83333333333333,3.5,7,7,6,4,7,5,5,5,6,6,4,5,2,5,6,6,6,6,6,6,4,2,6,2,6,7,5.12,1.46666666666667,3.6,1.46666666666667,3,1.8,3.25,2.08333333333333,2.8,1.63636363636364,2.07142857142857,-0.466118030004382,2.5,NA,0.307692307692308,-0.0698436369745754,3.78452596729685,0.0246739614616394,-0.408799233285899,-1.14692683024929,0.18961882987548,NA,NA,NA,NA,-0.403664920380302
1,20,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,1,5,5,4,4,3,4,2,3,3,3,3.64285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91666666666667,3,2,1.36363636363636,1.85714285714286,0.166666666666667,NA,0.0914749568498841,NA,NA,NA,0.601427810627459,NA,NA,-0.652482776074806,NA,NA,NA,NA,0.841179687559369
1,51,0,0,1,3,2,1,4,4,2,5,5,3,4,4,4,2,4,4,4,4,3,2,3,4,4,4,4,2.33333333333333,4,2.8,3.6,4,3,4,5,2,4,3,4,2,2,4,5,3,2,3.35714285714286,5,2,4,3,4,4,2,3,3,4,4,3,4,3,4,2,3,3,4,3,2,3,3,3,3,4,3,3,4,3,3,4,4,4,2,3.57142857142857,4,4,1,5,3,3,3,2,4,1,3,5,2,2,4,5,3,4,4,4,3,2,3,2,4,3.4,1,1,3,3,4,3,1,3,2,1,3,3,3,2,2,2.4,5,3,3,2,3,4,3,4,4,5,2,4,3.5,4.33333333333333,5,6,6,6,7,6,4,6,4,5,3,3,6,6,6,7,7,6,6,5,6,3,6,2,1,3,6.2,3.26666666666667,2.1,1.53333333333333,1.8,2.8,2.5,2.5,2.3,2.09090909090909,1.5,1,2,-0.813636831573753,0.153846153846154,1.37099620909161,2.06026989594411,-0.471088129025767,NA,NA,-0.135448465021552,NA,NA,NA,NA,-0.222297031958272
2,25,1,1,5,3,3,3,3,5,2,5,4,5,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,3,1,3.1,1.4,3,3,3,2,4,3,3,2,2,2,4,2,3,2,3,3,2,4,4,4,3,4,5,4,4,3,2,3,4,4,3,3,3,2,3,3,3,3,2,4,3,5,2,5,3,3,2,2,3,4,2.97142857142857,3,2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,2,2,2,3,2,3,1,1,2.04,3,4,2,3,3,3,3,3,3,3,2,3,4,2,3,2.93333333333333,3,3,2,3,4,3,1,2,4,3,3,3,2.75,3.16666666666667,6,5,4,4,4,5,4,4,5,3,3,2,5,5,3,4,5,7,3,5,5,3,3,4,1,3,4.56,2,2.2,2.06666666666667,2.1,1.8,2.5,3,2.7,3.54545454545455,3,0.26305671000247,2.1,NA,0.346153846153846,0.0742555427405948,0.0721844189947627,1.37096965550984,-0.204039401473517,-0.304523839690505,-0.820853566302294,NA,NA,NA,NA,-0.326951498481204
